input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input01385.dcm,dataset\bone_masks\mask01385.dcm,5295,256715,54,80,0.9851162790697674,0.9899046550757151,0.0002103057612094918,0.014883720930232559,0.051116943359375,0.9753177380733099,0.9875046624393883
dataset\inputs\input01386.dcm,dataset\bone_masks\mask01386.dcm,5675,256338,60,71,0.9876435781413156,0.9895379250217959,0.0002340111857346781,0.012356421858684302,0.0499725341796875,0.9774371339993112,0.9885898440902361
dataset\inputs\input01387.dcm,dataset\bone_masks\mask01387.dcm,5810,256201,50,83,0.9859154929577465,0.9914675767918089,0.00019512118977096674,0.014084507042253521,0.0507354736328125,0.9776207302709069,0.98868374032162
dataset\inputs\input01388.dcm,dataset\bone_masks\mask01388.dcm,4359,257662,34,89,0.9799910071942446,0.9922604142954701,0.00013193840804669068,0.020008992805755396,0.0469207763671875,0.9725568942436411,0.9860875466576179
dataset\inputs\input01389.dcm,dataset\bone_masks\mask01389.dcm,5811,256174,71,88,0.9850822173249704,0.9879292757565454,0.00027707857714296866,0.014917782675029667,0.0606536865234375,0.9733668341708542,0.9865036923860453
dataset\inputs\input01390.dcm,dataset\bone_masks\mask01390.dcm,5687,256298,63,96,0.9833996195746153,0.9890434782608696,0.00024574720803866425,0.01660038042538475,0.0606536865234375,0.9728019158398906,0.9862134743778722
dataset\inputs\input01391.dcm,dataset\bone_masks\mask01391.dcm,5305,256666,97,76,0.9858762311837949,0.9820436875231395,0.0003777802876582685,0.014123768816205166,0.0659942626953125,0.9684191310697334,0.9839562273949736
dataset\inputs\input01392.dcm,dataset\bone_masks\mask01392.dcm,5088,256864,125,67,0.9870029097963142,0.9760214847496643,0.00048640214172591045,0.012997090203685741,0.0732421875,0.9636363636363636,0.9814814814814815
dataset\inputs\input01393.dcm,dataset\bone_masks\mask01393.dcm,4732,257158,171,83,0.9827622014537902,0.9651233938405058,0.0006645189621068749,0.01723779854620976,0.096893310546875,0.9490573606097072,0.9738629347602388
dataset\inputs\input01394.dcm,dataset\bone_masks\mask01394.dcm,4503,257364,206,71,0.9844774814167031,0.9562539817370992,0.0007997825833753931,0.015522518583296896,0.1056671142578125,0.9420502092050207,0.970160508456318
dataset\inputs\input01395.dcm,dataset\bone_masks\mask01395.dcm,4368,257557,132,87,0.9804713804713805,0.9706666666666667,0.0005122453810601151,0.019528619528619527,0.0835418701171875,0.9522563767168084,0.9755443886097153
dataset\inputs\input01396.dcm,dataset\bone_masks\mask01396.dcm,2978,258907,201,58,0.9808959156785244,0.936772569990563,0.0007757383021751548,0.019104084321475624,0.0988006591796875,0.9199876428792091,0.9583266291230893
dataset\inputs\input01397.dcm,dataset\bone_masks\mask01397.dcm,2422,259542,94,86,0.9657097288676236,0.9626391096979332,0.00036204532499345236,0.0342902711323764,0.06866455078125,0.9308224442736356,0.964171974522293
dataset\inputs\input01398.dcm,dataset\bone_masks\mask01398.dcm,4320,257592,85,147,0.9670920080591001,0.9807037457434733,0.0003298703415516325,0.03290799194089993,0.0885009765625,0.9490333919156415,0.9738503155996393
dataset\inputs\input01399.dcm,dataset\bone_masks\mask01399.dcm,3364,258653,80,47,0.9862210495455878,0.9767711962833914,0.0003091990584888669,0.013778950454412195,0.0484466552734375,0.963620739043254,0.9814733770970094
dataset\inputs\input01400.dcm,dataset\bone_masks\mask01400.dcm,4447,257510,103,84,0.9814610461266828,0.9773626373626374,0.0003998245430160745,0.018538953873317148,0.0713348388671875,0.9596460940871817,0.9794075542341152
dataset\inputs\input01401.dcm,dataset\bone_masks\mask01401.dcm,4530,257414,99,101,0.978190455625135,0.9786130913804277,0.0003844466104623844,0.02180954437486504,0.0762939453125,0.9577167019027485,0.978401727861771
dataset\inputs\input01402.dcm,dataset\bone_masks\mask01402.dcm,4520,257455,41,128,0.9724612736660929,0.9910107432580575,0.00015922577438096125,0.027538726333907058,0.0644683837890625,0.9639582000426531,0.9816483874470626
dataset\inputs\input01403.dcm,dataset\bone_masks\mask01403.dcm,4554,257470,50,70,0.9848615916955017,0.9891398783666377,0.0001941596769182976,0.01513840830449827,0.0457763671875,0.9743260590500642,0.9869960988296489
dataset\inputs\input01404.dcm,dataset\bone_masks\mask01404.dcm,4656,257328,70,90,0.9810366624525917,0.9851883199322895,0.0002719523850224167,0.018963337547408345,0.06103515625,0.9667774086378738,0.9831081081081081
dataset\inputs\input01405.dcm,dataset\bone_masks\mask01405.dcm,5389,256623,64,68,0.9875389408099688,0.9882633412800294,0.0002493308971626923,0.012461059190031152,0.05035400390625,0.9760912878101795,0.9879010082493126
dataset\inputs\input01406.dcm,dataset\bone_masks\mask01406.dcm,5450,256488,102,104,0.981274756931941,0.9816282420749279,0.0003975213375423828,0.018725243068059057,0.078582763671875,0.9635785007072135,0.9814514676751306
dataset\inputs\input01407.dcm,dataset\bone_masks\mask01407.dcm,5719,256248,58,119,0.9796163069544365,0.9899601869482431,0.00022629201033140075,0.02038369304556355,0.0675201416015625,0.9699796472184532,0.9847610848041326
dataset\inputs\input01408.dcm,dataset\bone_masks\mask01408.dcm,6002,255954,66,122,0.980078380143697,0.9891232696110744,0.0002577923599718772,0.019921619856303068,0.07171630859375,0.9696284329563811,0.9845800524934383
dataset\inputs\input01409.dcm,dataset\bone_masks\mask01409.dcm,6158,255787,92,107,0.9829209896249003,0.98528,0.00035954494116359687,0.01707901037509976,0.0759124755859375,0.9686959257511403,0.9840990811026767
dataset\inputs\input01410.dcm,dataset\bone_masks\mask01410.dcm,1991,260072,29,52,0.9745472344591287,0.9856435643564356,0.0001114951499609767,0.025452765540871267,0.0308990478515625,0.960907335907336,0.9800639921240463
dataset\inputs\input01411.dcm,dataset\bone_masks\mask01411.dcm,6284,255558,225,77,0.9878949850652413,0.9654324781072361,0.0008796518924244379,0.012105014934758686,0.115203857421875,0.9541451563923474,0.9765345765345765
dataset\inputs\input01412.dcm,dataset\bone_masks\mask01412.dcm,6526,255342,170,106,0.9840168878166465,0.9746117084826762,0.000665330786812361,0.015983112183353437,0.10528564453125,0.9594236989120848,0.9792917166866747
dataset\inputs\input01413.dcm,dataset\bone_masks\mask01413.dcm,1444,260626,19,55,0.9633088725817212,0.987012987012987,7.28960847129237e-05,0.03669112741827885,0.028228759765625,0.9512516469038207,0.975016880486158
dataset\inputs\input01414.dcm,dataset\bone_masks\mask01414.dcm,1418,260681,17,28,0.9806362378976486,0.9881533101045297,6.520955281590192e-05,0.019363762102351315,0.0171661376953125,0.9692412850307587,0.984380423464075
dataset\inputs\input01415.dcm,dataset\bone_masks\mask01415.dcm,1344,260732,39,29,0.9788783685360525,0.9718004338394793,0.00014955650743372537,0.02112163146394756,0.02593994140625,0.951841359773371,0.9753265602322206
dataset\inputs\input01416.dcm,dataset\bone_masks\mask01416.dcm,2064,259906,69,105,0.9515905947441217,0.9676511954992968,0.0002654101355899606,0.048409405255878286,0.066375732421875,0.9222520107238604,0.9595536959553695
dataset\inputs\input01417.dcm,dataset\bone_masks\mask01417.dcm,3772,258308,23,41,0.989247311827957,0.9939393939393939,8.90330622341105e-05,0.010752688172043012,0.0244140625,0.983315954118874,0.9915878023133544
dataset\inputs\input01418.dcm,dataset\bone_masks\mask01418.dcm,3910,258177,22,35,0.991128010139417,0.9944048830111902,8.520559723314188e-05,0.008871989860583017,0.0217437744140625,0.985631459541215,0.9927637425415767
dataset\inputs\input01419.dcm,dataset\bone_masks\mask01419.dcm,4571,257520,36,17,0.9962946817785527,0.9921858042109832,0.00013977542747984904,0.0037053182214472537,0.0202178955078125,0.9885380622837369,0.9942359978249048
dataset\inputs\input01420.dcm,dataset\bone_masks\mask01420.dcm,3816,258264,47,17,0.9955648317244978,0.9878332901889723,0.0001819512138468745,0.004435168275502218,0.0244140625,0.9835051546391752,0.9916839916839917
dataset\inputs\input01421.dcm,dataset\bone_masks\mask01421.dcm,3648,258420,46,30,0.9918433931484503,0.9875473741201949,0.00017797311832117184,0.008156606851549755,0.02899169921875,0.979591836734694,0.9896907216494846
dataset\inputs\input01422.dcm,dataset\bone_masks\mask01422.dcm,3589,258450,44,61,0.9832876712328767,0.987888797137352,0.0001702167168290173,0.016712328767123287,0.0400543212890625,0.9715755278830536,0.9855828642043114
dataset\inputs\input01423.dcm,dataset\bone_masks\mask01423.dcm,4207,257898,17,22,0.9947978245448097,0.9959753787878788,6.591318845356028e-05,0.005202175455190352,0.0148773193359375,0.9908148845972682,0.9953862534011594
dataset\inputs\input01424.dcm,dataset\bone_masks\mask01424.dcm,4266,257796,18,64,0.9852193995381062,0.9957983193277311,6.981777560566921e-05,0.014780600461893764,0.031280517578125,0.9811407543698252,0.9904806129556536
dataset\inputs\input01425.dcm,dataset\bone_masks\mask01425.dcm,4484,257598,25,37,0.9918159699181597,0.9944555333776891,9.704102506375596e-05,0.0081840300818403,0.023651123046875,0.9863616366036075,0.9931339977851605
dataset\inputs\input01426.dcm,dataset\bone_masks\mask01426.dcm,4604,257476,30,34,0.9926692539887882,0.9935261113508848,0.00011650213975596685,0.007330746011211729,0.0244140625,0.9862896315338475,0.9930974978429681
dataset\inputs\input01427.dcm,dataset\bone_masks\mask01427.dcm,4609,257463,22,50,0.9892680832796737,0.995249406175772,8.544187040021749e-05,0.010731916720326251,0.0274658203125,0.9846186712240975,0.9922497308934338
dataset\inputs\input01428.dcm,dataset\bone_masks\mask01428.dcm,4720,257362,13,49,0.9897253092891591,0.9972533276991338,5.05099562894609e-05,0.010274690710840848,0.023651123046875,0.9870347135089921,0.9934750578825511
dataset\inputs\input01429.dcm,dataset\bone_masks\mask01429.dcm,4403,257659,35,47,0.989438202247191,0.9921135646687698,0.00013582000357012581,0.010561797752808988,0.031280517578125,0.9817168338907469,0.9907740774077408
dataset\inputs\input01430.dcm,dataset\bone_masks\mask01430.dcm,4666,257406,32,40,0.9915002124946877,0.9931885908897403,0.00012430177363093248,0.008499787505312367,0.0274658203125,0.9848037146475307,0.9923436835389197
dataset\inputs\input01431.dcm,dataset\bone_masks\mask01431.dcm,4545,257535,27,37,0.9919249236141423,0.9940944881889764,0.00010482912852051157,0.008075076385857704,0.0244140625,0.9861141245389455,0.9930085208651955
dataset\inputs\input01432.dcm,dataset\bone_masks\mask01432.dcm,4532,257542,20,50,0.9890877346137058,0.9956063268892794,7.765120631149005e-05,0.010912265386294195,0.026702880859375,0.9847892220773578,0.9923363258156339
dataset\inputs\input01433.dcm,dataset\bone_masks\mask01433.dcm,4482,257561,25,76,0.9833260201842914,0.9944530729975594,9.705496416730723e-05,0.016673979815708645,0.0385284423828125,0.9779620336024437,0.9888582460011032
dataset\inputs\input01434.dcm,dataset\bone_masks\mask01434.dcm,4406,257625,13,100,0.9778073679538394,0.9970581579542883,5.045839511252222e-05,0.022192632046160676,0.0431060791015625,0.9749944678026112,0.9873389355742297
dataset\inputs\input01435.dcm,dataset\bone_masks\mask01435.dcm,4320,257728,24,72,0.9836065573770492,0.994475138121547,9.311275955181725e-05,0.01639344262295082,0.03662109375,0.9782608695652175,0.989010989010989
dataset\inputs\input01436.dcm,dataset\bone_masks\mask01436.dcm,3867,258161,41,75,0.9809741248097412,0.9895087001023541,0.0001587904044120495,0.01902587519025875,0.04425048828125,0.9708762239517952,0.9852229299363058
dataset\inputs\input01437.dcm,dataset\bone_masks\mask01437.dcm,2452,259563,51,78,0.9691699604743083,0.979624450659209,0.00019644549215373593,0.0308300395256917,0.0492095947265625,0.9500193723363037,0.974369163520763
dataset\inputs\input01438.dcm,dataset\bone_masks\mask01438.dcm,1194,260915,17,18,0.9851485148514851,0.985962014863749,6.515107384299358e-05,0.01485148514851485,0.0133514404296875,0.9715215622457283,0.9855550969872059
dataset\inputs\input01439.dcm,dataset\bone_masks\mask01439.dcm,938,261174,18,14,0.9852941176470589,0.9811715481171548,6.891482128089682e-05,0.014705882352941176,0.01220703125,0.9670103092783507,0.9832285115303984
dataset\inputs\input01440.dcm,dataset\bone_masks\mask01440.dcm,1293,260785,32,34,0.9743782969103241,0.9758490566037736,0.00012269138898154646,0.02562170308967596,0.025177001953125,0.9514348785871966,0.9751131221719457
dataset\inputs\input01441.dcm,dataset\bone_masks\mask01441.dcm,4756,257331,22,35,0.9926946357754123,0.9953955629970699,8.548569474612692e-05,0.0073053642245877685,0.0217437744140625,0.9881570745896531,0.994043264708956
dataset\inputs\input01442.dcm,dataset\bone_masks\mask01442.dcm,2091,259961,18,74,0.9658198614318707,0.9914651493598862,6.923636139842064e-05,0.03418013856812933,0.03509521484375,0.9578561612459919,0.9784744969583529
dataset\inputs\input01443.dcm,dataset\bone_masks\mask01443.dcm,3450,258626,28,40,0.9885386819484241,0.9919493962047153,0.00010825272371585206,0.011461318051575931,0.02593994140625,0.9806708357021037,0.9902411021814007
dataset\inputs\input01444.dcm,dataset\bone_masks\mask01444.dcm,3579,258503,36,26,0.9927877947295423,0.9900414937759336,0.00013924398253261597,0.007212205270457697,0.023651123046875,0.982971711068388,0.9914127423822715
dataset\inputs\input01445.dcm,dataset\bone_masks\mask01445.dcm,3537,258548,30,29,0.9918676388109927,0.9915895710681245,0.00011601915089450765,0.008132361189007292,0.0225067138671875,0.9835928809788653,0.9917285854479181
dataset\inputs\input01446.dcm,dataset\bone_masks\mask01446.dcm,3555,258074,31,484,0.8801683585045803,0.9913552704963748,0.00012010615834640941,0.11983164149541965,0.1964569091796875,0.8734643734643736,0.9324590163934426
dataset\inputs\input01447.dcm,dataset\bone_masks\mask01447.dcm,3971,258116,27,30,0.9925018745313672,0.9932466233116558,0.00010459319059591002,0.007498125468632842,0.0217437744140625,0.9858490566037735,0.9928741092636579
dataset\inputs\input01448.dcm,dataset\bone_masks\mask01448.dcm,3999,258095,29,21,0.994776119402985,0.9928003972194638,0.00011234910353163596,0.0052238805970149255,0.019073486328125,0.9876512719189923,0.9937872763419483
dataset\inputs\input01449.dcm,dataset\bone_masks\mask01449.dcm,4057,258022,30,35,0.9914467253176931,0.9926596525568877,0.00011625563839846233,0.00855327468230694,0.0247955322265625,0.9842309558466764,0.9920528181929331
dataset\inputs\input01450.dcm,dataset\bone_masks\mask01450.dcm,4153,257906,62,23,0.9944923371647509,0.9852906287069988,0.00024033988711778204,0.005507662835249042,0.0324249267578125,0.9799433695139217,0.9898700989155047
dataset\inputs\input01451.dcm,dataset\bone_masks\mask01451.dcm,4222,257786,87,49,0.9885272769843128,0.9798097006265954,0.0003373753746999492,0.011472723015687194,0.0518798828125,0.9687930243230841,0.9841491841491842
dataset\inputs\input01452.dcm,dataset\bone_masks\mask01452.dcm,4871,257191,25,57,0.9884334415584416,0.9948937908496732,9.71945757651157e-05,0.011566558441558442,0.031280517578125,0.9834443771451646,0.9916530944625407
dataset\inputs\input01453.dcm,dataset\bone_masks\mask01453.dcm,3928,258116,62,38,0.9904185577407968,0.9844611528822055,0.0002401443965016384,0.009581442259203227,0.03814697265625,0.9751737835153923,0.987430869783811
dataset\inputs\input01454.dcm,dataset\bone_masks\mask01454.dcm,3997,258045,31,71,0.9825467059980334,0.9923038728897716,0.00012011965467536694,0.017453294001966567,0.038909912109375,0.97511588192242,0.987401185770751
dataset\inputs\input01455.dcm,dataset\bone_masks\mask01455.dcm,4088,257976,26,54,0.9869628198937711,0.9936801166747691,0.0001007744126014527,0.013037180106228875,0.030517578125,0.9808061420345489,0.9903100775193798
dataset\inputs\input01456.dcm,dataset\bone_masks\mask01456.dcm,4216,257836,26,66,0.9845866417561887,0.9938708156529938,0.00010082912565635883,0.015413358243811303,0.03509521484375,0.9786443825441039,0.989206945096199
dataset\inputs\input01457.dcm,dataset\bone_masks\mask01457.dcm,4359,257687,29,69,0.9844173441734417,0.9933910665451231,0.00011252696766983811,0.015582655826558265,0.037384033203125,0.9780121157729414,0.9888838475499092
dataset\inputs\input01458.dcm,dataset\bone_masks\mask01458.dcm,4438,257593,31,82,0.981858407079646,0.9930633251286641,0.00012033040399962737,0.018141592920353982,0.0431060791015625,0.9751702922434629,0.9874290799866503
dataset\inputs\input01459.dcm,dataset\bone_masks\mask01459.dcm,4386,257612,45,101,0.9774905281925562,0.989844278943805,0.000174650795437345,0.022509471807443726,0.055694580078125,0.9677846425419242,0.9836286162816775
dataset\inputs\input01460.dcm,dataset\bone_masks\mask01460.dcm,3551,258435,36,122,0.9667846447046011,0.9899637580150543,0.00013928061562032103,0.03321535529539885,0.060272216796875,0.9574009166891345,0.978236914600551
dataset\inputs\input01461.dcm,dataset\bone_masks\mask01461.dcm,2130,259872,45,97,0.9564436461607544,0.9793103448275862,0.00017313219219981763,0.04355635383924562,0.054168701171875,0.9375,0.967741935483871
dataset\inputs\input01462.dcm,dataset\bone_masks\mask01462.dcm,1680,260400,28,36,0.9790209790209791,0.9836065573770492,0.00010751532093323298,0.02097902097902098,0.0244140625,0.963302752293578,0.9813084112149533
