input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input01256.dcm,dataset\bone_masks\mask01256.dcm,3743,258181,114,106,0.9724603793193037,0.9704433497536946,0.0004413558140885422,0.027539620680696285,0.08392333984375,0.9444865001261672,0.9714508175447704
dataset\inputs\input01257.dcm,dataset\bone_masks\mask01257.dcm,3554,258424,59,107,0.9707730128380224,0.9836700802657071,0.00022825485621878421,0.0292269871619776,0.063323974609375,0.9553763440860215,0.9771789936761067
dataset\inputs\input01258.dcm,dataset\bone_masks\mask01258.dcm,2931,259070,54,89,0.9705298013245033,0.9819095477386934,0.00020839443664037296,0.02947019867549669,0.0545501708984375,0.953480806766428,0.9761865112406328
dataset\inputs\input01259.dcm,dataset\bone_masks\mask01259.dcm,2777,259194,51,122,0.9579165229389445,0.981966053748232,0.00019672510559509346,0.04208347706105554,0.0659942626953125,0.9413559322033898,0.9697922123275712
dataset\inputs\input01260.dcm,dataset\bone_masks\mask01260.dcm,3180,258804,63,97,0.9703997558742753,0.9805735430157262,0.0002433682161109759,0.029600244125724748,0.06103515625,0.9520958083832337,0.9754601226993865
dataset\inputs\input01261.dcm,dataset\bone_masks\mask01261.dcm,3965,258018,68,93,0.9770823065549532,0.9831391024051575,0.0002634780654510512,0.02291769344504682,0.0614166259765625,0.9609791565681046,0.9801013471758744
dataset\inputs\input01262.dcm,dataset\bone_masks\mask01262.dcm,4252,257700,103,89,0.9794978115641557,0.9763490241102182,0.0003995298735856449,0.020502188435844275,0.0732421875,0.9567956795679569,0.9779208831646734
dataset\inputs\input01263.dcm,dataset\bone_masks\mask01263.dcm,4248,257669,123,104,0.9761029411764706,0.9718599862731641,0.0004771288480635551,0.02389705882352941,0.0865936279296875,0.9492737430167598,0.9739768428293019
dataset\inputs\input01264.dcm,dataset\bone_masks\mask01264.dcm,4176,257697,122,149,0.9655491329479768,0.9716147045137273,0.0004732001908315524,0.03445086705202312,0.1033782958984375,0.939060040476726,0.9685724225907457
dataset\inputs\input01265.dcm,dataset\bone_masks\mask01265.dcm,4296,257568,132,148,0.9666966696669667,0.9701897018970189,0.0005122235157159488,0.0333033303330333,0.1068115234375,0.9388111888111887,0.9684400360685302
dataset\inputs\input01266.dcm,dataset\bone_masks\mask01266.dcm,1112,260994,8,30,0.9737302977232924,0.9928571428571429,3.065110612179217e-05,0.02626970227670753,0.014495849609375,0.9669565217391305,0.9832007073386384
dataset\inputs\input01267.dcm,dataset\bone_masks\mask01267.dcm,4501,257336,121,186,0.9603157670151483,0.9738208567719602,0.00046998139495138996,0.03968423298485172,0.1171112060546875,0.9361480865224626,0.9670211623160383
dataset\inputs\input01268.dcm,dataset\bone_masks\mask01268.dcm,4614,257212,171,147,0.9691241335853812,0.9642633228840125,0.0006643795433264823,0.03087586641461878,0.121307373046875,0.9355231143552311,0.9666876178504086
dataset\inputs\input01269.dcm,dataset\bone_masks\mask01269.dcm,4564,257213,189,178,0.9624630957401941,0.9602356406480118,0.0007342600290596033,0.03753690425980599,0.1399993896484375,0.9255729061042385,0.9613480779357556
dataset\inputs\input01270.dcm,dataset\bone_masks\mask01270.dcm,4443,257359,175,167,0.9637744034707159,0.962104807275877,0.0006795219272018452,0.036225596529284164,0.130462646484375,0.9285266457680252,0.9629388816644994
dataset\inputs\input01271.dcm,dataset\bone_masks\mask01271.dcm,4421,257394,160,169,0.9631808278867102,0.9650731281379611,0.0006212289461627465,0.036819172113289764,0.1255035400390625,0.9307368421052633,0.9641260495038709
dataset\inputs\input01272.dcm,dataset\bone_masks\mask01272.dcm,4470,257340,166,168,0.963777490297542,0.9641932700603969,0.0006446451733163499,0.03622250970245795,0.127410888671875,0.9304746044962531,0.963985335346129
dataset\inputs\input01273.dcm,dataset\bone_masks\mask01273.dcm,4404,257473,124,143,0.96855069276446,0.9726148409893993,0.00048137206566846663,0.03144930723553992,0.1018524169921875,0.9428387925497751,0.9705785123966942
dataset\inputs\input01274.dcm,dataset\bone_masks\mask01274.dcm,3632,258212,134,166,0.956292785676672,0.9644184811471057,0.0005186842451595922,0.04370721432332807,0.11444091796875,0.9237029501525941,0.9603384452670545
dataset\inputs\input01275.dcm,dataset\bone_masks\mask01275.dcm,3245,258643,135,121,0.9640522875816994,0.9600591715976331,0.0005216826778165068,0.03594771241830065,0.09765625,0.9268780348471867,0.9620515861251112
dataset\inputs\input01276.dcm,dataset\bone_masks\mask01276.dcm,3487,258364,140,153,0.957967032967033,0.9614006065618969,0.0005415776931885,0.042032967032967036,0.1117706298828125,0.9224867724867725,0.9596807485895142
dataset\inputs\input01277.dcm,dataset\bone_masks\mask01277.dcm,1734,260330,21,59,0.9670942554378137,0.9880341880341881,8.06603393111607e-05,0.03290574456218628,0.030517578125,0.9558985667034178,0.9774520856820744
dataset\inputs\input01278.dcm,dataset\bone_masks\mask01278.dcm,4124,257777,115,128,0.9698965192850423,0.9728709601321066,0.0004459230995920773,0.030103480714957668,0.0926971435546875,0.9443553927181133,0.9713814627252385
dataset\inputs\input01279.dcm,dataset\bone_masks\mask01279.dcm,4190,257640,145,169,0.9612296398256481,0.9665513264129181,0.000562484240743255,0.03877036017435192,0.119781494140625,0.9302841918294849,0.9638831377961813
dataset\inputs\input01280.dcm,dataset\bone_masks\mask01280.dcm,2840,259148,103,53,0.9816799170411338,0.9650016989466531,0.0003972983710766786,0.018320082958866227,0.05950927734375,0.9479305740987984,0.9732693625771076
dataset\inputs\input01281.dcm,dataset\bone_masks\mask01281.dcm,2891,259095,79,79,0.9734006734006734,0.9734006734006734,0.0003048145261484562,0.0265993265993266,0.060272216796875,0.9481797310593636,0.9734006734006734
dataset\inputs\input01282.dcm,dataset\bone_masks\mask01282.dcm,2582,259339,72,151,0.9447493596780095,0.972871137905049,0.0002775518385881863,0.055250640321990487,0.0850677490234375,0.9204991087344028,0.9586040467792835
dataset\inputs\input01283.dcm,dataset\bone_masks\mask01283.dcm,2332,259562,66,184,0.9268680445151033,0.9724770642201835,0.0002542098695056003,0.07313195548489666,0.095367431640625,0.903175832687839,0.9491249491249492
dataset\inputs\input01284.dcm,dataset\bone_masks\mask01284.dcm,2366,259570,65,143,0.9430051813471503,0.9732620320855615,0.0002503514549271092,0.05699481865284974,0.079345703125,0.919191919191919,0.9578947368421052
dataset\inputs\input01285.dcm,dataset\bone_masks\mask01285.dcm,2507,259406,77,154,0.9421270199173243,0.9702012383900929,0.0002967439100056651,0.05787298008267568,0.0881195068359375,0.9156318480642806,0.9559580552907531
dataset\inputs\input01286.dcm,dataset\bone_masks\mask01286.dcm,2754,259189,86,115,0.959916347159289,0.969718309859155,0.0003316941471410664,0.04008365284071105,0.0766754150390625,0.9319796954314722,0.9647924330005255
dataset\inputs\input01287.dcm,dataset\bone_masks\mask01287.dcm,2611,259199,63,271,0.905968077723803,0.9764397905759162,0.00024299743117001335,0.09403192227619708,0.127410888671875,0.8865874363327674,0.9398848092152627
dataset\inputs\input01288.dcm,dataset\bone_masks\mask01288.dcm,2652,259190,113,189,0.9334741288278775,0.9591320072332731,0.0004357836199349795,0.0665258711721225,0.115203857421875,0.897765741367637,0.9461291473421334
dataset\inputs\input01289.dcm,dataset\bone_masks\mask01289.dcm,2550,259317,115,162,0.9402654867256637,0.9568480300187617,0.0004432760800518055,0.059734513274336286,0.1056671142578125,0.9020162716660771,0.9484842849172401
dataset\inputs\input01290.dcm,dataset\bone_masks\mask01290.dcm,2523,259330,104,187,0.9309963099630997,0.9604111153406928,0.00040087266896397545,0.06900369003690036,0.1110076904296875,0.8965884861407247,0.9454749859471613
dataset\inputs\input01291.dcm,dataset\bone_masks\mask01291.dcm,2494,259311,108,231,0.9152293577981652,0.9584934665641814,0.00041631491910769835,0.08477064220183486,0.1293182373046875,0.8803388633956936,0.9363619297916276
dataset\inputs\input01292.dcm,dataset\bone_masks\mask01292.dcm,2498,259355,115,176,0.9341810022438295,0.9559892843474933,0.0004432111612132424,0.06581899775617053,0.1110076904296875,0.895661527429186,0.9449593342160015
dataset\inputs\input01293.dcm,dataset\bone_masks\mask01293.dcm,2574,259325,82,163,0.9404457435147973,0.9691265060240963,0.000316105579263474,0.059554256485202774,0.0934600830078125,0.9130897481376374,0.954570739847951
dataset\inputs\input01294.dcm,dataset\bone_masks\mask01294.dcm,2885,258885,300,74,0.9749915511997297,0.9058084772370487,0.0011574743908791018,0.025008448800270363,0.142669677734375,0.8852408714329547,0.9391276041666666
dataset\inputs\input01295.dcm,dataset\bone_masks\mask01295.dcm,3081,258755,257,51,0.9837164750957854,0.9230077890952666,0.000992232020138063,0.016283524904214558,0.11749267578125,0.9091177338447922,0.9523956723338486
dataset\inputs\input01296.dcm,dataset\bone_masks\mask01296.dcm,2972,259016,79,77,0.9747458183010823,0.9741068502130449,0.00030490746637333794,0.025254181698917678,0.05950927734375,0.9501278772378516,0.9744262295081967
dataset\inputs\input01297.dcm,dataset\bone_masks\mask01297.dcm,2173,259823,76,72,0.9679287305122495,0.9662072032014228,0.0002924212867306146,0.032071269487750555,0.05645751953125,0.936234381732012,0.9670672007120605
dataset\inputs\input01298.dcm,dataset\bone_masks\mask01298.dcm,2754,259115,82,193,0.9345096708517137,0.9710860366713682,0.0003163616862849493,0.0654903291482864,0.1049041748046875,0.9092109607131068,0.95244682690645
dataset\inputs\input01299.dcm,dataset\bone_masks\mask01299.dcm,1126,260945,23,50,0.9574829931972789,0.979982593559617,8.813341099291867e-05,0.04251700680272109,0.0278472900390625,0.9391159299416182,0.9686021505376344
dataset\inputs\input01300.dcm,dataset\bone_masks\mask01300.dcm,966,261127,35,16,0.9837067209775967,0.965034965034965,0.00013401643424387928,0.016293279022403257,0.0194549560546875,0.9498525073746312,0.9742813918305597
dataset\inputs\input01301.dcm,dataset\bone_masks\mask01301.dcm,1104,260952,45,43,0.962510897994769,0.9608355091383812,0.0001724157748939643,0.037489102005231034,0.0335693359375,0.9261744966442954,0.9616724738675958
dataset\inputs\input01302.dcm,dataset\bone_masks\mask01302.dcm,1665,260357,44,78,0.955249569707401,0.9742539496781744,0.00016897016524514114,0.04475043029259897,0.046539306640625,0.931729155008394,0.9646581691772885
dataset\inputs\input01303.dcm,dataset\bone_masks\mask01303.dcm,2788,259214,79,63,0.9779024903542617,0.9724450645273806,0.00030467463448685466,0.02209750964573834,0.054168701171875,0.9515358361774745,0.975166142007695
dataset\inputs\input01304.dcm,dataset\bone_masks\mask01304.dcm,2940,258974,176,54,0.9819639278557114,0.9435173299101413,0.0006791433532703068,0.018036072144288578,0.087738037109375,0.9274447949526813,0.9623567921440261
dataset\inputs\input01305.dcm,dataset\bone_masks\mask01305.dcm,2526,259357,128,133,0.9499811959383226,0.9517709118311982,0.0004932847756132339,0.05001880406167732,0.0995635986328125,0.9063509149623251,0.950875211744777
dataset\inputs\input01306.dcm,dataset\bone_masks\mask01306.dcm,2316,259541,116,171,0.9312424607961399,0.9523026315789473,0.0004467432035338928,0.06875753920386007,0.1094818115234375,0.8897426046868999,0.9416548078877821
dataset\inputs\input01307.dcm,dataset\bone_masks\mask01307.dcm,2395,259490,107,152,0.9403219473890851,0.957234212629896,0.00041217733640989685,0.0596780526109148,0.0988006591796875,0.9024114544084401,0.9487027134085958
dataset\inputs\input01308.dcm,dataset\bone_masks\mask01308.dcm,2693,259225,114,112,0.9600713012477718,0.9593872461702886,0.00043957908374752736,0.03992869875222817,0.086212158203125,0.9225762247344982,0.9597291518175338
dataset\inputs\input01309.dcm,dataset\bone_masks\mask01309.dcm,2951,258949,133,111,0.9637491835401698,0.9568741893644618,0.0005133509854023051,0.03625081645983018,0.09307861328125,0.9236306729264475,0.9602993817116824
dataset\inputs\input01310.dcm,dataset\bone_masks\mask01310.dcm,2771,259131,195,47,0.9833215046132009,0.9342548887390425,0.0007519492839129127,0.01667849538679915,0.092315673828125,0.9196813806837041,0.9581604426002767
dataset\inputs\input01311.dcm,dataset\bone_masks\mask01311.dcm,2558,259272,109,205,0.925805284111473,0.9591301087364079,0.00042023124284353903,0.07419471588852697,0.119781494140625,0.8906685236768801,0.9421731123388581
dataset\inputs\input01312.dcm,dataset\bone_masks\mask01312.dcm,2344,259431,87,282,0.8926123381568926,0.9642122583299054,0.00033523686218296997,0.10738766184310738,0.1407623291015625,0.8639882049391818,0.927031837057544
dataset\inputs\input01313.dcm,dataset\bone_masks\mask01313.dcm,2476,259366,55,247,0.9092912229159016,0.9782694587119716,0.00021201059282016492,0.09070877708409843,0.115203857421875,0.8912886969042475,0.9425199847735058
dataset\inputs\input01314.dcm,dataset\bone_masks\mask01314.dcm,2632,259266,67,179,0.9363215937388829,0.9751759911078177,0.0002583550878600101,0.06367840626111704,0.093841552734375,0.9145239749826268,0.9553539019963703
dataset\inputs\input01315.dcm,dataset\bone_masks\mask01315.dcm,2771,259063,87,223,0.9255177020708083,0.9695591322603219,0.0003357129075824812,0.07448229792919171,0.118255615234375,0.8993833171048361,0.9470266575529733
dataset\inputs\input01316.dcm,dataset\bone_masks\mask01316.dcm,3154,258705,112,173,0.9480012022843403,0.9657072872014697,0.00043273818953159956,0.05199879771565975,0.1087188720703125,0.9171270718232044,0.9567723342939481
dataset\inputs\input01317.dcm,dataset\bone_masks\mask01317.dcm,3340,258565,147,92,0.9731934731934732,0.9578434184112418,0.0005681993877361699,0.026806526806526808,0.0911712646484375,0.9332215702710255,0.9654574360456714
dataset\inputs\input01318.dcm,dataset\bone_masks\mask01318.dcm,3237,258634,206,67,0.9797215496368039,0.9401684577403427,0.0007958584453716582,0.020278450363196126,0.1041412353515625,0.922222222222222,0.9595375722543352
dataset\inputs\input01319.dcm,dataset\bone_masks\mask01319.dcm,2509,259421,136,78,0.9698492462311558,0.9485822306238185,0.0005239696868125306,0.03015075376884422,0.081634521484375,0.9214102093279473,0.9590978593272171
dataset\inputs\input01320.dcm,dataset\bone_masks\mask01320.dcm,3215,258559,335,35,0.9892307692307692,0.9056338028169014,0.001293965870201704,0.010769230769230769,0.141143798828125,0.8967921896792189,0.9455882352941176
dataset\inputs\input01321.dcm,dataset\bone_masks\mask01321.dcm,2027,259983,70,64,0.9693926351028216,0.966618979494516,0.0002691758987590991,0.030607364897178385,0.051116943359375,0.9379916705229061,0.9680038204393505
dataset\inputs\input01322.dcm,dataset\bone_masks\mask01322.dcm,1776,260210,67,91,0.9512587038028923,0.9636462289744981,0.0002574180584531096,0.04874129619710766,0.060272216796875,0.9183040330920371,0.9574123989218328
dataset\inputs\input01323.dcm,dataset\bone_masks\mask01323.dcm,1876,260146,43,79,0.9595907928388747,0.9775924960917144,0.00016526448081971183,0.04040920716112532,0.046539306640625,0.9389389389389389,0.9685080020650491
dataset\inputs\input01324.dcm,dataset\bone_masks\mask01324.dcm,2464,259535,63,82,0.9677926158680282,0.9750692520775623,0.00024268291743387855,0.03220738413197172,0.0553131103515625,0.9444231506324261,0.9714173073132268
dataset\inputs\input01325.dcm,dataset\bone_masks\mask01325.dcm,2988,259008,66,82,0.9732899022801303,0.9783889980353635,0.00025475346812107736,0.026710097719869708,0.05645751953125,0.9528061224489796,0.9758327890267798
dataset\inputs\input01326.dcm,dataset\bone_masks\mask01326.dcm,3346,258599,102,97,0.9718268951495789,0.9704176334106729,0.0003942775636738938,0.028173104850421144,0.0759124755859375,0.9438645980253878,0.971121753011174
dataset\inputs\input01327.dcm,dataset\bone_masks\mask01327.dcm,3356,258508,89,191,0.9461516774739216,0.9741654571843251,0.00034416485883440257,0.05384832252607838,0.1068115234375,0.9229922992299229,0.959954233409611
dataset\inputs\input01328.dcm,dataset\bone_masks\mask01328.dcm,3004,258798,94,248,0.923739237392374,0.9696578437701743,0.0003630857654929469,0.07626076260762607,0.130462646484375,0.8977884040645545,0.9461417322834645
dataset\inputs\input01329.dcm,dataset\bone_masks\mask01329.dcm,2802,259026,94,222,0.9265873015873016,0.9675414364640884,0.000362766285890707,0.07341269841269842,0.12054443359375,0.898652982681206,0.9466216216216217
dataset\inputs\input01330.dcm,dataset\bone_masks\mask01330.dcm,2680,259071,80,313,0.8954226528566656,0.9710144927536232,0.00030870033301048423,0.10457734714333444,0.1499176025390625,0.8721119427269769,0.9316878150530158
dataset\inputs\input01331.dcm,dataset\bone_masks\mask01331.dcm,3418,258574,113,39,0.9887185420885161,0.9679977343528745,0.0004368213323437204,0.011281457911483946,0.0579833984375,0.9574229691876752,0.978248425872925
dataset\inputs\input01332.dcm,dataset\bone_masks\mask01332.dcm,2693,259124,82,245,0.9166099387338326,0.9704504504504504,0.00031635070175844694,0.08339006126616746,0.1247406005859375,0.8917218543046357,0.9427621214773324
dataset\inputs\input01333.dcm,dataset\bone_masks\mask01333.dcm,2790,259061,57,236,0.922009253139458,0.9799789251844047,0.00021997699889625576,0.07799074686054197,0.1117706298828125,0.9049626986701265,0.9501106759747999
dataset\inputs\input01334.dcm,dataset\bone_masks\mask01334.dcm,3120,258748,47,229,0.9316213795162736,0.9851594568992738,0.0001816109275681524,0.06837862048372649,0.10528564453125,0.9187279151943463,0.9576427255985267
dataset\inputs\input01335.dcm,dataset\bone_masks\mask01335.dcm,3235,258617,79,213,0.9382250580046404,0.976161738080869,0.000305377740668584,0.06177494199535963,0.11138916015625,0.9172100935639353,0.9568175096125406
dataset\inputs\input01336.dcm,dataset\bone_masks\mask01336.dcm,3200,258587,101,256,0.9259259259259259,0.9694032111481369,0.0003904317169717961,0.07407407407407407,0.1361846923828125,0.8996345234748383,0.947165902027527
dataset\inputs\input01337.dcm,dataset\bone_masks\mask01337.dcm,3290,258538,177,139,0.9594634004082823,0.9489472166137871,0.0006841505131128849,0.0405365995917177,0.12054443359375,0.9123682750970603,0.9541763341067285
dataset\inputs\input01338.dcm,dataset\bone_masks\mask01338.dcm,3319,258534,165,126,0.9634252539912918,0.9526406429391504,0.0006378068720791345,0.036574746008708275,0.1110076904296875,0.9193905817174516,0.9580025977774571
dataset\inputs\input01339.dcm,dataset\bone_masks\mask01339.dcm,3200,258702,121,121,0.9635651912074676,0.9635651912074676,0.00046750095625195596,0.03643480879253237,0.092315673828125,0.9296920395119117,0.9635651912074676
dataset\inputs\input01340.dcm,dataset\bone_masks\mask01340.dcm,2536,259418,102,88,0.9664634146341463,0.9613343442001516,0.0003930332922318126,0.03353658536585366,0.072479248046875,0.9303008070432869,0.9638920562523755
dataset\inputs\input01341.dcm,dataset\bone_masks\mask01341.dcm,2270,259742,56,76,0.9676044330775788,0.9759243336199485,0.0002155520827719998,0.03239556692242114,0.05035400390625,0.945045795170691,0.9717465753424658
dataset\inputs\input01342.dcm,dataset\bone_masks\mask01342.dcm,2884,259165,51,44,0.9849726775956285,0.9826235093696764,0.00019674711437565583,0.015027322404371584,0.0362396240234375,0.9681101040617658,0.9837966911137643
dataset\inputs\input01343.dcm,dataset\bone_masks\mask01343.dcm,2361,259591,53,139,0.9444,0.9780447390223695,0.00020412564896550662,0.0556,0.0732421875,0.9247943595769684,0.960927960927961
dataset\inputs\input01344.dcm,dataset\bone_masks\mask01344.dcm,2679,259290,60,115,0.958840372226199,0.9780941949616648,0.0002313475997686524,0.041159627773801,0.0667572021484375,0.9386825508058865,0.9683715886499187
dataset\inputs\input01345.dcm,dataset\bone_masks\mask01345.dcm,3276,258615,54,199,0.9427338129496403,0.9837837837837838,0.00020876100344455656,0.05726618705035971,0.0965118408203125,0.9283083026353074,0.9628214548126378
dataset\inputs\input01346.dcm,dataset\bone_masks\mask01346.dcm,4006,257940,93,105,0.9744587691559231,0.9773115393998536,0.00036041901617235003,0.025541230844076866,0.075531005859375,0.9529019980970505,0.9758830694275274
dataset\inputs\input01347.dcm,dataset\bone_masks\mask01347.dcm,3706,258136,119,183,0.9529442015942402,0.9688888888888889,0.0004607848831581189,0.04705579840575984,0.115203857421875,0.9246506986027943,0.9608504018667358
dataset\inputs\input01348.dcm,dataset\bone_masks\mask01348.dcm,3243,258530,78,293,0.9171380090497737,0.976513098464318,0.0003016147992328157,0.08286199095022624,0.1415252685546875,0.8973436635307138,0.9458947061397113
dataset\inputs\input01349.dcm,dataset\bone_masks\mask01349.dcm,3200,258643,110,191,0.9436744323208494,0.9667673716012085,0.0004251158440675084,0.056325567679150694,0.1148223876953125,0.9140245644101685,0.9550813311446053
dataset\inputs\input01350.dcm,dataset\bone_masks\mask01350.dcm,3225,258587,103,229,0.9337000579038796,0.9690504807692307,0.00039815995979744094,0.06629994209612045,0.12664794921875,0.9066629181894856,0.951046888823356
dataset\inputs\input01351.dcm,dataset\bone_masks\mask01351.dcm,3327,258514,82,221,0.9377113866967306,0.9759460252273394,0.0003170969388544293,0.06228861330326945,0.1155853271484375,0.9165289256198349,0.9564467442863304
dataset\inputs\input01352.dcm,dataset\bone_masks\mask01352.dcm,3367,258476,113,188,0.9471167369901548,0.9675287356321839,0.00043698687879221466,0.05288326300984529,0.1148223876953125,0.91793893129771,0.9572139303482587
dataset\inputs\input01353.dcm,dataset\bone_masks\mask01353.dcm,1571,260348,22,203,0.8855693348365277,0.9861895794099184,8.449514152936207e-05,0.11443066516347238,0.0858306884765625,0.8747216035634743,0.9331749331749332
dataset\inputs\input01354.dcm,dataset\bone_masks\mask01354.dcm,3554,258306,159,125,0.9660233759173689,0.9571774845138702,0.0006151703325401892,0.03397662408263115,0.10833740234375,0.9260031266284522,0.9615800865800865
dataset\inputs\input01355.dcm,dataset\bone_masks\mask01355.dcm,3626,258160,258,100,0.9731615673644659,0.9335736354273945,0.00099838246561772,0.026838432635534086,0.136566162109375,0.9101405622489961,0.9529566360052563
dataset\inputs\input01356.dcm,dataset\bone_masks\mask01356.dcm,3564,258163,323,94,0.9743028977583379,0.9169024954978132,0.0012495841167413323,0.02569710224166211,0.1590728759765625,0.8952524491333835,0.9447316103379721
dataset\inputs\input01357.dcm,dataset\bone_masks\mask01357.dcm,3609,258237,178,120,0.9678197908286403,0.9529970953261157,0.0006888145038020239,0.032180209171359615,0.113677978515625,0.923726644484259,0.9603512506652475
dataset\inputs\input01358.dcm,dataset\bone_masks\mask01358.dcm,3616,258302,120,106,0.9715206878022569,0.9678800856531049,0.0004643567498123225,0.028479312197743148,0.086212158203125,0.9411764705882354,0.9696969696969697
dataset\inputs\input01359.dcm,dataset\bone_masks\mask01359.dcm,2959,259003,52,130,0.9579151829070897,0.9827299900365327,0.000200729574800718,0.04208481709291033,0.069427490234375,0.9420566698503662,0.9701639344262295
dataset\inputs\input01360.dcm,dataset\bone_masks\mask01360.dcm,2643,259313,64,124,0.9551861221539574,0.9763575914296269,0.000246745085339101,0.04481387784604265,0.07171630859375,0.9335923701872129,0.9656558275484106
dataset\inputs\input01361.dcm,dataset\bone_masks\mask01361.dcm,2564,259385,58,137,0.9492780451684562,0.9778794813119756,0.0002235558484908053,0.050721954831543875,0.0743865966796875,0.929322218194998,0.9633665226376104
dataset\inputs\input01362.dcm,dataset\bone_masks\mask01362.dcm,2976,258978,40,150,0.9520153550863724,0.986737400530504,0.00015442942189345914,0.04798464491362764,0.072479248046875,0.9399873657612131,0.9690654509931619
dataset\inputs\input01363.dcm,dataset\bone_masks\mask01363.dcm,3584,258342,38,180,0.9521785334750266,0.9895085588072888,0.00014707020667234307,0.04782146652497343,0.083160400390625,0.9426617569700156,0.9704847007852694
dataset\inputs\input01364.dcm,dataset\bone_masks\mask01364.dcm,1183,260929,9,23,0.9809286898839138,0.9924496644295302,3.449095187362515e-05,0.019071310116086235,0.01220703125,0.9736625514403291,0.9866555462885738
dataset\inputs\input01365.dcm,dataset\bone_masks\mask01365.dcm,3957,257907,45,235,0.9439408396946565,0.9887556221889056,0.00017445106066244883,0.05605916030534351,0.1068115234375,0.9339155062544254,0.9658286551134977
dataset\inputs\input01366.dcm,dataset\bone_masks\mask01366.dcm,4154,257618,190,182,0.9580258302583026,0.9562615101289135,0.0007369825606653014,0.04197416974169742,0.14190673828125,0.9178082191780824,0.9571428571428572
dataset\inputs\input01367.dcm,dataset\bone_masks\mask01367.dcm,4254,257422,241,227,0.9493416648069627,0.946384872080089,0.0009353302569635531,0.050658335193037266,0.17852783203125,0.9008894536213469,0.9478609625668449
dataset\inputs\input01368.dcm,dataset\bone_masks\mask01368.dcm,4183,257616,83,262,0.9410573678290214,0.9805438349742147,0.0003220811877422885,0.05894263217097863,0.1316070556640625,0.9238074204946995,0.9603949029962117
dataset\inputs\input01369.dcm,dataset\bone_masks\mask01369.dcm,4118,257684,86,256,0.9414723365340649,0.9795432921027593,0.0003336307561003996,0.05852766346593507,0.130462646484375,0.9233183856502242,0.960130566565633
dataset\inputs\input01370.dcm,dataset\bone_masks\mask01370.dcm,4061,257794,151,138,0.967135032150512,0.9641500474833808,0.0005853961115741728,0.032864967849487975,0.1102447509765625,0.9335632183908045,0.9656402330281774
dataset\inputs\input01371.dcm,dataset\bone_masks\mask01371.dcm,3857,258011,167,109,0.9725163893091275,0.9584990059642147,0.0006468405518673164,0.027483610690872417,0.10528564453125,0.9332204210016937,0.9654568210262828
dataset\inputs\input01372.dcm,dataset\bone_masks\mask01372.dcm,3684,258149,131,180,0.953416149068323,0.9656618610747051,0.0005072014867585566,0.046583850931677016,0.1186370849609375,0.9221526908635795,0.9594999348873551
dataset\inputs\input01373.dcm,dataset\bone_masks\mask01373.dcm,3610,258234,81,219,0.9428049098981457,0.978054727716066,0.00031357064049706754,0.05719509010185427,0.11444091796875,0.9232736572890027,0.9601063829787234
dataset\inputs\input01374.dcm,dataset\bone_masks\mask01374.dcm,3653,258195,81,215,0.9444157187176836,0.9783074450990894,0.00031361799005714817,0.05558428128231644,0.1129150390625,0.92504431501646,0.9610628781899501
dataset\inputs\input01375.dcm,dataset\bone_masks\mask01375.dcm,3622,258414,36,72,0.9805089334055225,0.9901585565882997,0.00013929193267556587,0.01949106659447753,0.04119873046875,0.9710455764075067,0.985310119695321
dataset\inputs\input01376.dcm,dataset\bone_masks\mask01376.dcm,3767,258298,43,36,0.9905337891138575,0.9887139107611549,0.00016644667319550517,0.00946621088614252,0.0301361083984375,0.9794591783671346,0.9896230132667805
dataset\inputs\input01377.dcm,dataset\bone_masks\mask01377.dcm,4710,257351,24,59,0.9876284336338855,0.9949302915082383,9.32491500728509e-05,0.01237156636611449,0.0316619873046875,0.9826830794909244,0.9912659160265179
dataset\inputs\input01378.dcm,dataset\bone_masks\mask01378.dcm,2275,259739,29,101,0.9574915824915825,0.9874131944444444,0.0001116380770533707,0.04250841750841751,0.049591064453125,0.945945945945946,0.9722222222222222
dataset\inputs\input01379.dcm,dataset\bone_masks\mask01379.dcm,4002,257934,104,104,0.9746712128592304,0.9746712128592304,0.0004030414125051349,0.025328787140769606,0.079345703125,0.9505938242280286,0.9746712128592304
dataset\inputs\input01380.dcm,dataset\bone_masks\mask01380.dcm,4473,257532,33,106,0.9768508407949333,0.992676431424767,0.00012812299807815503,0.02314915920506661,0.0530242919921875,0.9698612315698181,0.9847000550357733
dataset\inputs\input01381.dcm,dataset\bone_masks\mask01381.dcm,4483,257544,43,74,0.9837612464340575,0.9904993371630579,0.0001669338902972588,0.016238753565942506,0.0446319580078125,0.9745652173913042,0.9871187933502147
dataset\inputs\input01382.dcm,dataset\bone_masks\mask01382.dcm,4418,257605,54,67,0.9850613154960981,0.9879248658318426,0.00020957932771608988,0.014938684503901895,0.0461578369140625,0.9733421458471028,0.9864910126158312
dataset\inputs\input01383.dcm,dataset\bone_masks\mask01383.dcm,4426,257610,45,63,0.9859656939184673,0.9899351375531201,0.0001746521511323281,0.014034306081532635,0.04119873046875,0.9761799735333039,0.9879464285714286
dataset\inputs\input01384.dcm,dataset\bone_masks\mask01384.dcm,5086,256958,47,53,0.9896867094765519,0.9908435612702123,0.0001828758195365849,0.010313290523448142,0.03814697265625,0.9807173158503663,0.9902647975077882
